ID,Sana,Xizmat_turi,Sektor,Mintaqa,Kredit_ball,Yosh,Tajriba_yil,DSR,Joriy_kreditlar,Oldingi_default,Garov_sifati,Mulk_turi,LTV,Leverage,Foyda_stavkasi,Muddat_oy,Garov_qiymati_UZS,Moliyalash_UZS,Likvidlik,Kapital_ulushi,Sharia_audit,Gharar_darajasi,Maysir_ekspozitsiyasi,Halal_sertifikat,PLS_ulushi,Sharia_maslahatlari,Ijara_sertifikat,Sukuk_daraja,Volatillik,Inflyatsiya,YIM_osish,Valyuta_tebranishi,Sektor_osish,Bank_indeksi,Likvidlik_muhiti,Credit_LTV_ratio,Gharar_maysir,Risk_adj_ret,DSR_LTV,Macro_stress,Prev_default_rate,Sharia_adj_signal,PD,LGD,EAD_UZS,EL_UZS,VaR_95_kunlik,Sharpe_nisbati,Default
TXN-2021-0225,2021-02-13,Murabaha,IT,Andijon,523,30,1.8,0.3565,3,0,3,Transport,0.3589,0.566,0.1833,48,360564975,61968445,0.5996,0.2878,0.6907,0.134,0.0404,1,0.3306,2,0,,0.1174,0.1125,0.039,0.2498,0.0448,0.96,0.6304,1453.3519,0.1744,1.5485,0.1279,0.3234,0.0,0.5702,0.0722,0.45,61968445,2014163,-0.0122,0.454,0
TXN-2024-0226,2024-04-19,Murabaha,Ishlab chiqarish,Buxoro,622,28,4.2,0.85,2,1,2,Tovar,0.5025,0.33,0.1744,36,159368926,113556440,0.6299,0.5566,0.8609,0.4496,0.0882,1,0.2176,2,0,,0.1292,0.0946,0.0459,0.25,0.0681,0.9238,0.606,1235.3208,0.5378,1.3395,0.4271,0.2987,0.4998,0.3979,0.1456,0.45,113556440,7439462,-0.0134,0.3436,0
TXN-2024-0227,2024-02-09,Sukuk,Qishloq xo'jaligi,Toshkent,608,23,0.5,0.4671,2,0,4,Moliyaviy aktiv,0.7447,3.26,0.1301,36,227003610,257790963,0.5886,0.1387,0.647,0.2808,0.1543,1,0.6796,1,0,AAA,0.0821,0.0911,0.0664,0.25,0.0949,0.9862,0.6795,815.2984,0.435,1.5652,0.3478,0.2747,0.0,0.3655,0.0538,0.28,257790963,3883336,-0.0085,0.0018,0
TXN-2022-0228,2022-04-17,Murabaha,Qishloq xo'jaligi,Samarqand,695,33,0.8,0.5356,1,0,4,Transport,0.3949,3.515,0.1676,24,212551742,154307327,0.8775,0.4069,0.7665,0.2632,0.2372,1,0.1855,0,0,,0.1163,0.0571,0.0505,0.25,0.0899,0.9632,0.6185,1755.4755,0.5004,1.4292,0.2115,0.2566,0.0,0.3829,0.0336,0.45,154307327,2330438,-0.012,0.3234,0
TXN-2024-0229,2024-04-20,Sukuk,Qurilish,Toshkent,509,37,13.1,0.4696,0,0,3,Transport,0.7905,0.77,0.1292,48,200916281,75418032,0.5062,0.5091,0.9286,0.1356,0.3722,1,0.5809,0,0,A,0.0733,0.088,0.0718,0.25,0.0801,1.1104,0.5083,643.1072,0.5078,1.7385,0.3712,0.2661,0.0,0.4571,0.0532,0.28,75418032,1123916,-0.0076,-0.0103,1
TXN-2022-0230,2022-03-28,Musharaka,Qurilish,Boshqa,684,40,8.4,0.6879,3,0,3,Sanoat uskunasi,0.4235,1.709,0.1664,24,687037825,51959286,0.5767,0.4221,0.8777,0.1174,0.1316,1,0.4623,1,0,,0.2426,0.1034,0.0504,0.25,0.0498,1.1264,0.543,1611.1783,0.2491,0.683,0.2913,0.303,0.0,0.6591,0.1714,0.6,51959286,5343061,-0.0251,0.1501,0
TXN-2021-0231,2021-01-15,Ijara,Qishloq xo'jaligi,Samarqand,817,47,3.3,0.4896,3,1,1,Ko'chmas mulk,0.1378,1.559,0.1062,60,162960516,117373400,0.6838,0.4592,0.8405,0.2539,0.0783,1,0.3935,6,1,,0.1137,0.1097,0.0616,0.25,0.0736,0.8,0.5526,5887.1422,0.3322,0.9262,0.0675,0.2981,0.3332,0.5613,0.0232,0.35,117373400,954145,-0.0118,-0.209,0
TXN-2021-0232,2021-05-26,Musharaka,Ishlab chiqarish,Andijon,529,43,4.4,0.4636,2,1,4,Moliyaviy aktiv,0.78,1.097,0.0492,48,213421262,171387171,0.777,0.499,0.8259,0.2661,0.2861,1,0.5091,3,0,,0.2672,0.0745,0.0733,0.25,0.0794,1.044,0.5568,677.3199,0.5522,0.1834,0.3616,0.2511,0.4998,0.3699,0.3012,0.6,171387171,30969374,-0.0277,-0.3024,0
TXN-2024-0233,2024-12-20,Musharaka,Savdo,Toshkent,661,36,2.8,0.5267,0,0,3,Transport,0.4975,0.813,0.1546,48,304225360,263511970,0.7407,0.3342,0.8292,0.4044,0.0643,1,0.1907,0,0,,0.2223,0.0915,0.0668,0.25,0.0637,1.2272,0.9224,1326.0245,0.4687,0.6927,0.262,0.2746,0.0,0.4405,0.1706,0.6,263511970,26971533,-0.023,0.1109,0
TXN-2024-0234,2024-07-16,Musharaka,Qurilish,Andijon,588,36,8.1,0.3624,2,0,4,Ko'chmas mulk,0.7411,0.515,0.1614,72,189616468,88000435,0.7079,0.4043,0.8608,0.0969,0.0729,1,0.3044,1,0,,0.2153,0.0858,0.0491,0.1863,0.0646,0.88,0.4437,792.3966,0.1699,0.7461,0.2686,0.2229,0.0,0.7146,0.1664,0.6,88000435,8785267,-0.0223,0.1458,0
TXN-2021-0235,2021-05-01,Murabaha,Qurilish,Toshkent,681,43,9.2,0.4595,3,1,4,Tovar,0.7227,5.157,0.0679,24,171938569,86446083,0.7954,0.061,0.9508,0.3168,0.0437,1,0.4656,4,0,,0.1312,0.0671,0.0574,0.25,0.0613,1.1097,0.4892,941.0204,0.3605,0.5134,0.3321,0.2597,0.3332,0.6081,0.0363,0.45,86446083,1413548,-0.0136,-0.4737,0
TXN-2022-0236,2022-04-14,Ijara,Qurilish,Toshkent,646,50,8.6,0.6381,1,0,4,Ko'chmas mulk,0.6572,4.479,0.1213,36,299932866,656123742,0.4701,0.4741,0.7407,0.2794,0.0281,1,0.1918,7,1,,0.0938,0.0887,0.0664,0.1701,0.0786,1.0971,0.7703,981.4306,0.3074,1.2795,0.4194,0.1924,0.0,0.513,0.0603,0.35,656123742,13847000,-0.0097,-0.0923,0
TXN-2021-0237,2021-05-19,Murabaha,Qurilish,Namangan,590,39,7.7,0.335,3,0,4,Ko'chmas mulk,0.8261,1.35,0.1829,36,391441437,145930741,0.2963,0.4704,0.9321,0.3236,0.2339,1,0.1682,3,0,,0.1627,0.0728,0.062,0.2469,0.0341,0.9959,0.7647,713.3156,0.5575,1.1172,0.2768,0.2577,0.0,0.4124,0.1016,0.45,145930741,6672834,-0.0169,0.3251,0
TXN-2021-0238,2021-03-06,Murabaha,Ishlab chiqarish,Buxoro,686,33,1.4,0.1754,4,0,4,Sanoat uskunasi,0.7588,3.193,0.1035,84,534625299,289328387,0.7182,0.3913,0.9417,0.0522,0.1842,1,0.3724,5,0,,0.1144,0.0813,0.0736,0.25,0.0837,1.0882,0.8719,902.8997,0.2364,0.8965,0.1331,0.2577,0.0,0.719,0.0171,0.45,289328387,2228391,-0.0119,-0.2316,0
TXN-2022-0239,2022-11-08,Ijara,Qurilish,Samarqand,798,28,2.5,0.3476,3,0,3,Sanoat uskunasi,0.638,1.725,0.1762,60,217292880,61194654,0.7047,0.5246,0.8976,0.0975,0.0509,1,0.5526,4,1,,0.0816,0.0821,0.0482,0.0533,0.0731,0.9784,0.509,1248.8383,0.1485,2.1328,0.2218,0.0872,0.0,0.7643,0.0122,0.35,61194654,261841,-0.0085,0.5657,0
TXN-2021-0240,2021-05-26,Murabaha,Ishlab chiqarish,Andijon,628,23,3.8,0.4165,4,1,3,Sanoat uskunasi,0.4189,0.223,0.1548,60,154132208,185912795,0.5161,0.2381,0.8109,0.225,0.1609,1,0.2713,1,0,,0.1445,0.115,0.0675,0.1482,0.0585,0.9259,0.6929,1495.6536,0.3859,1.0645,0.1745,0.1957,0.2499,0.498,0.0535,0.45,185912795,4472399,-0.015,0.1719,0
TXN-2023-0241,2023-11-19,Sukuk,Ishlab chiqarish,Boshqa,706,44,2.4,0.3999,2,0,2,Sanoat uskunasi,0.5715,4.32,0.1211,24,153464788,248835952,0.6401,0.5499,0.9734,0.1252,0.1593,1,0.2677,2,0,AA,0.0918,0.0829,0.0668,0.25,0.0773,1.25,0.6999,1233.1785,0.2845,1.3049,0.2286,0.2661,0.0,0.6964,0.0193,0.28,248835952,1344734,-0.0095,-0.0968,0
TXN-2022-0242,2022-05-03,Sukuk,Savdo,Namangan,535,43,8.4,0.3487,2,0,4,Ko'chmas mulk,0.6795,0.619,0.0988,24,567736336,154539673,0.7351,0.4718,0.8789,0.2115,0.0463,0,0.3138,1,0,A,0.0765,0.1152,0.048,0.25,0.0438,1.0063,0.6438,786.2138,0.2578,1.2753,0.2369,0.3171,0.0,0.6523,0.0169,0.28,154539673,731126,-0.0079,-0.4083,0
TXN-2022-0243,2022-07-25,Sukuk,Ishlab chiqarish,Toshkent,563,43,2.4,0.2484,2,0,4,Transport,0.4145,3.067,0.0778,12,297391179,43886308,0.6776,0.4663,0.7501,0.1419,0.1901,1,0.3758,1,0,A,0.083,0.0785,0.0667,0.25,0.0281,1.0001,0.8228,1354.8745,0.332,0.9257,0.103,0.2618,0.0,0.5011,0.0115,0.28,43886308,140992,-0.0086,-0.6293,0
TXN-2024-0244,2024-10-02,Murabaha,Ishlab chiqarish,Buxoro,685,36,0.9,0.3565,1,0,3,Transport,0.5743,1.874,0.1617,48,149668337,78609338,0.7572,0.6,0.7055,0.159,0.2806,1,0.5614,2,0,,0.1537,0.1133,0.063,0.25,0.0347,1.0394,0.7569,1190.6544,0.4396,1.0452,0.2048,0.3003,0.0,0.3954,0.0551,0.45,78609338,1948435,-0.0159,0.2062,0
TXN-2023-0245,2023-09-22,Murabaha,Qurilish,Toshkent,771,52,3.1,0.5297,1,0,5,Boshqa,0.786,2.932,0.1704,36,162776812,191940927,0.5073,0.6,0.7741,0.1063,0.1435,1,0.4309,5,0,,0.1265,0.0753,0.0584,0.2078,0.0853,1.0529,0.6581,979.6123,0.2498,1.3369,0.4164,0.2247,0.0,0.5807,0.0331,0.45,191940927,2861508,-0.0131,0.3194,0
TXN-2022-0246,2022-03-15,Sukuk,Qurilish,Samarqand,675,33,23.4,0.4041,5,0,4,Ko'chmas mulk,0.3576,1.593,0.0957,36,125655316,48487140,0.6313,0.3706,0.6116,0.1516,0.1422,1,0.5097,2,0,AA,0.077,0.0815,0.0517,0.25,0.0893,1.1592,0.367,1882.135,0.2938,1.2264,0.1445,0.2798,0.0,0.4319,0.0149,0.28,48487140,201624,-0.008,-0.445,0
TXN-2024-0247,2024-01-10,Musharaka,Qishloq xo'jaligi,Samarqand,618,47,1.5,0.4697,0,0,4,Ko'chmas mulk,0.5132,3.031,0.1953,48,233360260,873980266,0.8668,0.4547,0.6436,0.0223,0.0883,1,0.261,3,0,,0.2858,0.0957,0.0222,0.25,0.0417,1.1026,0.6716,1201.8416,0.1106,0.681,0.2411,0.3235,0.0,0.5724,0.1966,0.6,873980266,103113871,-0.0296,0.2285,0
TXN-2021-0248,2021-09-28,Sukuk,Qishloq xo'jaligi,Toshkent,644,37,5.7,0.4103,2,0,1,Moliyaviy aktiv,0.6044,0.083,0.0998,60,326820021,329577570,0.8112,0.2998,0.6983,0.2307,0.0197,0,0.4926,3,0,BBB,0.0802,0.1066,0.044,0.25,0.0558,1.0114,0.6165,1063.8082,0.2504,1.2291,0.248,0.3126,0.0,0.5235,0.0501,0.28,329577570,4620812,-0.0083,-0.3758,0
TXN-2024-0249,2024-03-15,Sukuk,IT,Namangan,538,31,3.4,0.2512,2,0,3,Boshqa,0.5385,0.104,0.0837,24,618582849,51679736,0.6704,0.4306,0.711,0.1992,0.1211,1,0.1945,4,0,BBB,0.0684,0.1186,0.0493,0.25,0.1,1.1222,0.2775,997.1718,0.3204,1.2068,0.1353,0.3193,0.0,0.4832,0.0351,0.28,51679736,508620,-0.0071,-0.6762,0
TXN-2024-0250,2024-03-26,Sukuk,Qurilish,Toshkent,696,43,0.5,0.5491,3,0,4,Tovar,0.202,5.667,0.1082,72,469082130,178352231,0.8214,0.6,0.45,0.0869,0.2337,1,0.2455,0,0,AAA,0.0846,0.0825,0.0723,0.25,0.0321,1.0355,0.8312,3428.7341,0.3206,1.2643,0.1109,0.2602,0.0,0.3057,0.0135,0.28,178352231,673830,-0.0088,-0.2576,0
TXN-2023-0251,2023-08-27,Murabaha,Savdo,Toshkent,719,42,4.0,0.335,1,0,2,Ko'chmas mulk,0.7215,3.463,0.1118,12,250115823,156505594,0.7575,0.4449,0.9233,0.0215,0.2428,1,0.4634,1,0,,0.1017,0.1137,0.0326,0.1869,0.0497,0.9637,0.7355,995.2154,0.2643,1.0882,0.2417,0.2681,0.0,0.6792,0.0489,0.45,156505594,3445746,-0.0105,-0.1791,0
TXN-2022-0252,2022-05-13,Murabaha,Qurilish,Toshkent,606,41,7.3,0.2969,1,1,3,Sanoat uskunasi,0.6882,4.407,0.1706,12,161541677,318068375,0.8385,0.4756,0.6068,0.4057,0.3397,1,0.3113,4,0,,0.1449,0.0579,0.0456,0.1553,0.1172,1.1088,0.7257,879.2871,0.7454,1.1688,0.2043,0.1675,0.999,0.1545,0.142,0.45,318068375,20321869,-0.015,0.2798,0
TXN-2023-0253,2023-08-27,Sukuk,Qishloq xo'jaligi,Toshkent,605,38,4.3,0.5803,3,0,5,Transport,0.7715,1.525,0.158,60,322252310,25845651,0.5165,0.3189,0.7662,0.4215,0.0598,1,0.5381,2,0,AA,0.0757,0.1364,0.0583,0.25,0.0701,0.9168,0.649,783.2111,0.4813,2.0608,0.4477,0.3281,0.0,0.3974,0.0301,0.28,25845651,218087,-0.0078,0.3696,0
TXN-2023-0254,2023-04-14,Murabaha,Qishloq xo'jaligi,Buxoro,667,37,12.3,0.4292,6,2,4,Tovar,0.8316,1.539,0.184,36,84611602,167138215,0.5918,0.159,0.8895,0.2273,0.2762,1,0.4126,2,0,,0.0647,0.0703,0.0617,0.25,0.0554,1.1407,0.3338,801.0927,0.5035,2.801,0.3569,0.2586,0.3333,0.4416,0.0589,0.45,167138215,4429330,-0.0067,0.8343,0
TXN-2022-0255,2022-01-25,Murabaha,Savdo,Namangan,607,61,2.0,0.5441,2,0,4,Ko'chmas mulk,0.7755,1.909,0.1326,72,152511845,63976792,0.8334,0.4397,0.8025,0.3133,0.2096,1,0.529,0,0,,0.1212,0.0928,0.0316,0.25,0.026,1.0935,0.7004,781.7295,0.5229,1.0854,0.4219,0.3112,0.0,0.3829,0.1216,0.45,63976792,3501047,-0.0126,0.0214,0
TXN-2021-0256,2021-07-13,Musharaka,Qurilish,Andijon,639,49,0.5,0.4424,0,1,4,Ko'chmas mulk,0.8667,0.698,0.201,36,358205884,201780382,0.8867,0.2052,0.6769,0.33,0.2844,1,0.4321,1,0,,0.269,0.0799,0.1,0.25,0.0459,1.0025,0.5894,736.3918,0.6144,0.7444,0.3835,0.2299,1000.0,0.261,0.2827,0.6,201780382,34226789,-0.0279,0.2638,0
TXN-2021-0257,2021-07-18,Sukuk,IT,Toshkent,823,45,16.5,0.1662,1,0,1,Transport,0.5938,3.306,0.1283,72,413881059,69313390,0.539,0.5225,0.6909,0.3537,0.0696,1,0.5633,2,0,A,0.1045,0.1051,0.0891,0.25,0.1041,1.0703,0.6962,1383.6398,0.4234,1.2167,0.0987,0.266,0.0,0.3984,0.0254,0.28,69313390,493901,-0.0108,-0.0159,0
TXN-2024-0258,2024-09-11,Ijara,Qurilish,Samarqand,624,39,2.9,0.2278,1,0,5,Ko'chmas mulk,0.8738,4.422,0.1171,24,536511071,386989521,0.6688,0.2384,0.7445,0.1834,0.0816,1,0.2884,3,1,,0.078,0.0806,0.0531,0.25,0.0718,1.0002,0.7965,713.3018,0.265,1.4815,0.199,0.2775,0.0,0.5472,0.0234,0.35,386989521,3168902,-0.0081,-0.1652,0
TXN-2023-0259,2023-06-02,Musharaka,Savdo,Toshkent,614,48,5.2,0.4199,1,0,5,Sanoat uskunasi,0.7271,5.944,0.2135,48,228629623,184269510,0.4455,0.4312,0.7964,0.3501,0.0173,1,0.2263,0,0,,0.2526,0.0589,0.0595,0.25,0.0756,1.0682,0.3903,843.2447,0.3675,0.8419,0.3053,0.2494,0.0,0.5038,0.1398,0.6,184269510,15456401,-0.0262,0.3306,0
TXN-2022-0260,2022-12-27,Murabaha,Qurilish,Boshqa,589,43,9.4,0.4547,4,0,4,Tovar,0.6168,1.82,0.1687,120,532611946,42031778,0.4716,0.1544,0.7045,0.1532,0.2923,1,0.3434,3,0,,0.0947,0.074,0.0607,0.2006,0.0755,0.9127,0.6941,953.3059,0.4455,1.7622,0.2805,0.214,0.0,0.3907,0.091,0.45,42031778,1720943,-0.0098,0.4086,0
TXN-2023-0261,2023-05-18,Musharaka,Savdo,Toshkent,708,38,2.4,0.4679,4,0,2,Sanoat uskunasi,0.6663,1.339,0.1957,36,194331315,24872473,0.5908,0.5611,0.7883,0.0604,0.2125,1,0.2432,0,0,,0.2032,0.0931,0.0262,0.25,0.0664,1.0146,0.6663,1060.9934,0.2729,0.9583,0.3118,0.317,0.0,0.5731,0.205,0.6,24872473,3058981,-0.0211,0.3234,0
TXN-2023-0262,2023-04-22,Sukuk,Savdo,Samarqand,629,34,7.6,0.376,1,0,3,Transport,0.4239,4.444,0.1048,12,185333372,210358401,0.7262,0.4219,0.6135,0.2879,0.1724,1,0.2867,2,0,BBB,0.0413,0.0638,0.0603,0.25,0.0832,0.9531,0.7631,1480.4603,0.4603,2.4738,0.1594,0.2535,0.0,0.3311,0.0287,0.28,210358401,1690415,-0.0043,-0.6104,0
TXN-2023-0263,2023-08-15,Murabaha,Ishlab chiqarish,Toshkent,589,37,0.9,0.4722,4,0,3,Tovar,0.8141,3.493,0.182,12,294252140,91248376,0.8451,0.1684,0.7145,0.1309,0.235,1,0.4861,3,0,,0.1054,0.1116,0.0629,0.2181,0.1096,1.2101,0.4885,722.6504,0.366,1.7111,0.3844,0.2667,0.0,0.453,0.1466,0.45,91248376,6018770,-0.0109,0.4938,0
TXN-2021-0264,2021-04-21,Musharaka,Savdo,Buxoro,757,21,2.1,0.6466,2,0,4,Ko'chmas mulk,0.8051,5.049,0.284,60,485659377,221757426,0.5414,0.3498,0.6604,0.1517,0.127,1,0.4953,1,0,,0.2356,0.14,0.0631,0.25,0.0517,1.0357,0.2,939.1421,0.2788,1.2003,0.5206,0.3269,0.0,0.4763,0.2163,0.6,221757426,28780057,-0.0244,0.6535,0
TXN-2024-0265,2024-10-11,Sukuk,Xizmat,Samarqand,765,40,0.9,0.3932,0,0,3,Ko'chmas mulk,0.5732,2.666,0.0978,36,429849956,93518407,0.4664,0.3637,0.8616,0.2148,0.0982,1,0.3607,1,0,A,0.0942,0.14,0.0697,0.1786,0.0913,1.0218,0.3254,1332.293,0.3131,1.0276,0.2254,0.2489,0.0,0.5919,0.012,0.28,93518407,314543,-0.0098,-0.3422,0
TXN-2024-0266,2024-08-31,Ijara,Ishlab chiqarish,Buxoro,593,33,10.0,0.2553,4,0,4,Transport,0.4116,5.371,0.1572,36,454895689,344625484,0.2301,0.5904,0.839,0.2969,0.2136,1,0.4966,6,1,,0.1347,0.0738,0.0381,0.1795,0.0935,1.02,0.6797,1437.0696,0.5105,1.1587,0.1051,0.2153,0.0,0.4107,0.0359,0.35,344625484,4328013,-0.014,0.202,0
TXN-2024-0267,2024-08-16,Ijara,Ishlab chiqarish,Andijon,486,53,1.5,0.6028,3,0,4,Ko'chmas mulk,0.704,0.233,0.0754,60,335638271,300806027,0.5803,0.3673,0.8809,0.316,0.063,1,0.372,2,1,,0.0834,0.0553,0.0306,0.25,0.0701,0.9652,0.7099,689.3454,0.3791,0.8937,0.4244,0.2747,0.0,0.547,0.1004,0.35,300806027,10569695,-0.0086,-0.6552,1
TXN-2021-0268,2021-07-21,Ijara,Ishlab chiqarish,Boshqa,730,38,7.6,0.2622,2,0,1,Ko'chmas mulk,0.4093,2.845,0.1345,60,435041699,200813757,0.8456,0.5888,0.8257,0.2144,0.1016,1,0.3639,3,1,,0.1008,0.0765,0.0621,0.249,0.088,1.0722,0.3255,1779.2235,0.316,1.3214,0.1073,0.2634,0.0,0.5648,0.0163,0.35,200813757,1146992,-0.0104,0.0449,0
TXN-2021-0269,2021-05-05,Murabaha,Savdo,Buxoro,586,26,17.2,0.1449,0,1,4,Transport,0.6101,0.232,0.0527,36,248846711,79086059,0.7849,0.3198,0.6379,0.2584,0.1748,0,0.307,0,0,,0.1004,0.1045,0.0754,0.25,0.0847,1.0517,0.5568,958.9432,0.4332,0.5203,0.0884,0.2791,1000.0,0.3615,0.0501,0.45,79086059,1784049,-0.0104,-0.7694,0
TXN-2023-0270,2023-04-05,Murabaha,IT,Samarqand,712,37,4.5,0.324,2,0,3,Moliyaviy aktiv,0.7258,3.455,0.1091,60,295729964,98468163,0.8508,0.6,0.7727,0.0843,0.098,1,0.1444,4,0,,0.1467,0.0824,0.0402,0.25,0.0465,0.9322,0.4954,979.6503,0.1823,0.7384,0.2352,0.2922,0.0,0.6318,0.0447,0.45,98468163,1982457,-0.0152,-0.1428,0
TXN-2022-0271,2022-11-26,Ijara,Ishlab chiqarish,Boshqa,477,27,4.7,0.4291,0,2,5,Moliyaviy aktiv,0.8176,2.475,0.0889,36,1302816031,123801747,0.7906,0.4477,0.7785,0.1887,0.2541,1,0.5798,1,1,,0.1006,0.1132,0.0596,0.25,0.1042,0.9987,0.6812,582.7041,0.4429,0.875,0.3509,0.3036,2000.0,0.4337,0.0679,0.35,123801747,2942406,-0.0104,-0.4081,0
TXN-2021-0272,2021-08-12,Ijara,Xizmat,Andijon,720,42,3.7,0.5547,1,0,3,Transport,0.4414,0.04,0.1691,48,414559373,71177571,0.4563,0.4887,0.6349,0.2169,0.2117,1,0.6742,3,1,,0.1078,0.0734,0.0649,0.25,0.0908,0.9277,0.313,1627.5181,0.4286,1.5549,0.2448,0.2585,0.0,0.3628,0.0581,0.35,71177571,1448136,-0.0112,0.363,0
TXN-2022-0273,2022-05-25,Sukuk,Qishloq xo'jaligi,Buxoro,542,40,2.4,0.3612,1,1,3,Ko'chmas mulk,0.6494,2.286,0.0929,12,247648421,235802817,0.5449,0.1335,0.8032,0.3077,0.141,1,0.3158,3,0,AA,0.0906,0.1084,0.0578,0.25,0.1156,1.0351,0.645,833.3273,0.4487,1.0143,0.2346,0.3006,0.999,0.4428,0.0321,0.28,235802817,2120734,-0.0094,-0.4089,0
TXN-2022-0274,2022-01-28,Sukuk,Xizmat,Samarqand,707,47,3.9,0.2086,2,0,1,Ko'chmas mulk,0.5483,0.395,0.0988,24,396204734,118149024,0.6234,0.2779,0.8257,0.0923,0.0115,1,0.5165,2,0,AAA,0.1043,0.0878,0.065,0.25,0.1096,1.0323,0.3715,1287.1213,0.1038,0.938,0.1144,0.2729,0.0,0.74,0.0192,0.28,118149024,633789,-0.0108,-0.2992,0
TXN-2022-0275,2022-01-25,Musharaka,Qishloq xo'jaligi,Toshkent,646,30,5.5,0.5823,4,0,5,Transport,0.8896,0.384,0.1668,60,129888303,130675893,0.7581,0.2913,0.9008,0.366,0.0845,0,0.7637,3,0,,0.1348,0.0594,0.0417,0.25,0.015,1.0458,0.4913,725.3369,0.4506,1.228,0.518,0.2677,0.0,0.495,0.1234,0.6,130675893,9678103,-0.014,0.2728,0
TXN-2024-0276,2024-01-04,Musharaka,Savdo,Namangan,563,38,25.6,0.2742,0,1,4,Ko'chmas mulk,0.869,0.408,0.0932,36,201760820,103112451,0.4728,0.2014,0.6376,0.0436,0.1799,1,0.3068,3,0,,0.2122,0.1025,0.0395,0.2373,0.0582,0.9573,0.3485,647.1488,0.2235,0.4373,0.2383,0.3003,1000.0,0.4951,0.3001,0.6,103112451,18563805,-0.022,-0.1733,0
TXN-2023-0277,2023-07-08,Ijara,Qurilish,Andijon,610,24,16.7,0.3896,2,0,3,Ko'chmas mulk,0.4038,1.653,0.1286,36,216642229,146550648,0.5494,0.3479,0.7808,0.2939,0.0864,1,0.6383,0,1,,0.1055,0.1266,0.0571,0.0409,0.05,1.0445,0.6551,1506.883,0.3803,1.2081,0.1573,0.1104,0.0,0.4838,0.0437,0.35,146550648,2240960,-0.0109,-0.0132,0
TXN-2021-0278,2021-10-15,Ijara,Savdo,Samarqand,703,45,11.9,0.5604,2,0,2,Sanoat uskunasi,0.4865,0.307,0.1223,48,159126355,167810430,0.6322,0.3617,0.8352,0.1564,0.1512,1,0.8012,1,1,,0.0764,0.0778,0.1,0.25,0.0517,0.869,0.7127,1442.1644,0.3076,1.5796,0.2726,0.2278,0.0,0.5783,0.0651,0.35,167810430,3822237,-0.0079,-0.1009,0
TXN-2023-0279,2023-05-15,Ijara,IT,Toshkent,654,43,13.2,0.3464,3,1,4,Sanoat uskunasi,0.6113,0.336,0.0956,48,707691176,101139408,0.4202,0.5209,0.6112,0.1673,0.0935,1,0.4143,5,1,,0.113,0.0931,0.0605,0.1105,0.0595,1.0231,0.3394,1068.1886,0.2608,0.8386,0.2117,0.1431,0.3332,0.4518,0.0483,0.35,101139408,1710502,-0.0117,-0.3039,0
TXN-2022-0280,2022-01-11,Ijara,Ishlab chiqarish,Boshqa,694,42,3.8,0.5262,2,0,3,Ko'chmas mulk,0.7894,0.74,0.1614,12,325215765,125759726,0.7626,0.4234,0.8666,0.0747,0.1386,1,0.1329,2,1,,0.0852,0.0766,0.0791,0.25,0.0436,0.9649,0.357,878.037,0.2133,1.8731,0.4154,0.2474,0.0,0.6817,0.0397,0.35,125759726,1745774,-0.0088,0.3685,0
TXN-2022-0281,2022-07-25,Sukuk,Ishlab chiqarish,Toshkent,812,38,6.4,0.4869,3,0,5,Tovar,0.774,0.002,0.1337,60,347591478,107127617,0.7647,0.4725,0.6279,0.3863,0.0751,1,0.3312,2,0,A,0.0785,0.1143,0.0408,0.25,0.0608,1.0516,0.6527,1047.6878,0.4615,1.6829,0.3769,0.3235,0.0,0.3381,0.0139,0.28,107127617,415443,-0.0081,0.0473,0
TXN-2023-0282,2023-08-06,Murabaha,IT,Toshkent,512,42,13.5,0.4408,2,0,5,Tovar,0.7715,0.807,0.0897,48,229869052,107318442,0.5074,0.4936,0.7355,0.1875,0.0912,1,0.2242,1,0,,0.1473,0.1132,0.0441,0.25,0.071,1.0775,0.2,662.8072,0.2788,0.605,0.3401,0.3191,0.0,0.5305,0.1569,0.45,107318442,7577517,-0.0153,-0.2737,0
TXN-2022-0283,2022-05-27,Murabaha,Ishlab chiqarish,Andijon,782,54,3.0,0.6725,0,0,4,Transport,0.7785,2.409,0.1125,60,122523831,150566890,0.8128,0.3995,0.8733,0.1086,0.2007,1,0.4059,2,0,,0.0777,0.0919,0.0436,0.25,0.0651,0.964,0.708,1003.1604,0.3094,1.4294,0.5236,0.2983,0.0,0.6031,0.0376,0.45,150566890,2544536,-0.0081,-0.2247,0
TXN-2021-0284,2021-06-04,Murabaha,Ishlab chiqarish,Toshkent,653,35,19.6,0.4686,3,1,5,Ko'chmas mulk,0.7263,2.301,0.1588,36,235610425,24767279,0.7671,0.1928,0.5991,0.2,0.4,1,0.5612,1,0,,0.1445,0.087,0.0492,0.25,0.0846,1.1318,0.6624,897.8014,0.6,1.0917,0.3403,0.2878,0.3332,0.2396,0.0774,0.45,24767279,862811,-0.015,0.1993,0
TXN-2023-0285,2023-06-27,Musharaka,Qishloq xo'jaligi,Toshkent,568,39,3.2,0.4399,2,0,2,Moliyaviy aktiv,0.5798,8.728,0.1521,36,189892147,396154617,0.8641,0.1868,0.7896,0.1236,0.2844,1,0.6844,0,0,,0.1455,0.1126,0.0316,0.25,0.0827,0.8263,0.3506,977.9889,0.408,1.0384,0.2551,0.331,0.0,0.4674,0.3996,0.6,396154617,94991927,-0.0151,0.1519,0
