xizmat_turi,mintaqa,sektor,kredit_ball,yosh,tajriba,oldingi_kreditlar,oldingi_defaultlar,moliyalash_miqdori,muddat_oy,foyda_stavkasi,ltv_nisbati,qarz_xizmat_nisbati,likvidlik,leverage,garov_sifati,sharia_audit,gharar_darajasi,maysir_ekspozitsiya,halal_sertifikat,bozor_volatilligi,yim_osishi,inflyatsiya,valyuta_tebranishi,neft_narxi,bank_indeksi,pd_qiymati,ead,lgd,kutilgan_zarar,default_holati,risk_darajasi,risk_kodi,xizmat_enc,mintaqa_enc,sektor_enc
Sukuk,Namangan,Ishlab chiqarish,646,38,17,6,0,3425,120,0.0754,0.381,0.6119,0.8222,0.122,5,0.7522,0.0148,0.1866,1,0.0688,0.0637,0.1276,0.0358,0.1553,0.0161,0.0267,4717,0.363,46,0,Past,0,3,2,1
Musharaka,Qashqadaryo,Qurilish,632,56,8,1,0,84999,36,0.1441,0.6748,0.3221,0.8478,0.312,2,0.6155,0.3964,0.0917,1,0.2623,0.0425,0.1018,0.0374,-0.0438,-0.0215,0.8505,103377,0.4402,38701,1,Juda Yuqori,3,2,3,3
Sukuk,Samarqand,Savdo,553,61,11,2,0,56673,120,0.0872,0.7155,0.4815,0.5482,0.6973,3,0.7392,0.02,0.1091,1,0.0937,0.0421,0.0917,0.0788,-0.2535,-0.06,0.4369,81374,0.3083,10960,0,Yuqori,2,3,4,4
Murabaha,Toshkent,Xizmat,653,29,17,3,1,10941,60,0.1587,0.8103,0.4143,0.5705,0.5955,3,0.7459,0.5,0.0353,1,0.1397,0.0503,0.1015,0.0613,-0.0533,0.1525,0.9132,15281,0.4775,6665,1,Juda Yuqori,3,1,5,5
Musharaka,Samarqand,Qishloq xo'jaligi,789,30,15,3,0,10771,24,0.3318,0.5674,0.4773,0.6757,0.2498,2,0.6855,0.0581,0.1461,1,0.267,0.047,0.0946,0.0949,0.0767,-0.0476,0.4574,14344,0.6714,4405,0,Juda Yuqori,3,2,4,2
Sukuk,Samarqand,Xizmat,621,46,18,1,0,123322,24,0.0931,0.5414,0.1232,0.7399,0.7014,4,0.7527,0.4523,0.0084,1,0.0677,0.0681,0.1187,0.0846,0.1705,0.2436,0.1513,134804,0.2936,5988,0,O'rta,1,3,4,5
Musharaka,Samarqand,Xizmat,660,25,6,0,0,16953,24,0.1742,0.321,0.2564,0.863,0.2858,4,0.6322,0.0155,0.182,1,0.2629,0.0341,0.0955,0.0475,-0.0182,0.0566,0.0745,19907,0.6102,905,0,Past,0,2,4,5
Musharaka,Samarqand,Qurilish,657,26,4,5,0,48677,84,0.3732,0.647,0.6464,0.8841,0.7076,5,0.7701,0.106,0.0498,1,0.2577,0.059,0.1255,0.0105,0.1398,0.0699,0.4841,112265,0.6933,37683,0,Juda Yuqori,3,2,4,3
Ijara,Samarqand,Qishloq xo'jaligi,682,63,10,1,0,66798,12,0.0932,0.6904,0.5387,0.7539,0.5154,2,0.8424,0.2442,0.0592,1,0.0946,0.0573,0.0845,0.0837,-0.2043,-0.0511,0.4297,69910,0.2571,7723,0,Yuqori,2,0,4,2
Musharaka,Buxoro,Xizmat,621,26,4,3,0,35408,120,0.2738,0.4982,0.85,0.8298,0.1748,5,0.55,0.1096,0.4,1,0.2598,0.0494,0.1477,0.062,0.0284,0.0919,0.9052,83890,0.7153,54313,1,Juda Yuqori,3,2,0,5
Musharaka,Samarqand,Xizmat,764,29,1,3,2,173213,84,0.2065,0.5741,0.4001,0.9094,0.5852,4,0.7944,0.1985,0.1023,1,0.2246,0.0332,0.0993,0.0407,0.1375,0.0285,0.6047,298385,0.7337,132378,1,Juda Yuqori,3,2,4,5
Musharaka,Farg'ona,Savdo,680,35,20,1,0,41066,60,0.1729,0.6499,0.3268,0.225,0.33,2,0.8228,0.2136,0.1813,1,0.2299,0.0405,0.0817,0.0259,-0.0565,0.0199,0.8606,58818,0.5324,26946,0,Juda Yuqori,3,2,1,4
Sukuk,Samarqand,Ishlab chiqarish,805,34,22,3,0,6498,84,0.0801,0.6022,0.1518,0.9423,0.3783,2,0.9124,0.3091,0.1475,1,0.0896,0.069,0.1083,0.0521,0.1874,0.0088,0.0355,8319,0.3461,102,0,Past,0,3,4,1
Murabaha,Toshkent,Ishlab chiqarish,554,33,10,4,0,32115,36,0.1203,0.63,0.1084,0.8578,0.2573,3,0.8165,0.2576,0.2734,1,0.1003,0.0572,0.1201,0.038,-0.0165,0.1557,0.262,37912,0.5061,5026,0,Yuqori,2,1,5,1
Murabaha,Farg'ona,Eksport,633,43,22,3,0,24374,60,0.1632,0.5028,0.2695,0.605,0.4295,1,0.7482,0.0554,0.1787,1,0.0974,0.0929,0.1119,0.0321,-0.026,0.0519,0.4519,34318,0.526,8157,1,Juda Yuqori,3,1,1,0
Sukuk,Farg'ona,Eksport,663,24,1,2,0,66207,84,0.0413,0.4568,0.5467,0.9336,0.9,4,0.7686,0.2928,0.0548,1,0.0715,0.046,0.1023,0.0178,-0.1574,-0.1511,0.183,75776,0.2826,3918,0,O'rta,1,3,1,0
Sukuk,Samarqand,Qurilish,523,27,14,1,0,219393,60,0.0839,0.4382,0.5801,0.7021,0.4062,4,0.55,0.2725,0.0492,1,0.082,0.0454,0.1457,0.0757,0.0968,0.0592,0.3812,265384,0.3339,33774,0,Yuqori,2,3,4,3
Musharaka,Toshkent,Qurilish,670,46,19,2,0,17955,12,0.3276,0.7777,0.2385,0.7113,0.8652,3,0.7299,0.0977,0.0928,0,0.2504,0.0361,0.1067,0.0373,0.128,0.1024,0.7724,20897,0.6491,10478,1,Juda Yuqori,3,2,5,3
Musharaka,Namangan,Xizmat,761,55,2,3,0,13319,12,0.2977,0.4575,0.6103,0.7873,0.6348,4,0.7995,0.0342,0.1501,1,0.214,0.0162,0.0745,0.0307,0.1166,0.0454,0.3011,15302,0.5543,2553,0,Yuqori,2,2,2,5
Murabaha,Toshkent,Qishloq xo'jaligi,575,40,18,3,0,35812,6,0.1383,0.6474,0.4749,0.6898,0.6067,3,0.6135,0.0503,0.0366,0,0.0727,0.0239,0.0788,0.0414,0.135,0.0016,0.3872,37050,0.3773,5412,1,Yuqori,2,1,5,2
Murabaha,Samarqand,Qishloq xo'jaligi,704,42,12,1,0,6280,24,0.0858,0.7588,0.2552,0.8379,0.1496,1,0.8688,0.09,0.2869,1,0.1281,0.0702,0.0427,0.0762,0.0818,-0.1045,0.1452,6819,0.5871,581,0,O'rta,1,1,4,2
Musharaka,Buxoro,Qurilish,601,50,24,3,0,105414,120,0.3003,0.5733,0.2835,0.6963,0.6429,2,0.9776,0.2908,0.2769,1,0.2332,0.0511,0.1212,0.0005,-0.0237,0.023,0.8648,263668,0.7726,176185,1,Juda Yuqori,3,2,0,3
Murabaha,Farg'ona,Qurilish,555,61,6,2,1,99141,60,0.1168,0.4892,0.2229,0.518,0.2483,2,0.9308,0.3083,0.259,1,0.1173,0.0652,0.1018,0.0835,0.2204,0.0828,0.7319,128078,0.5543,51961,1,Juda Yuqori,3,1,1,3
Musharaka,Toshkent,Eksport,799,52,16,0,0,311421,24,0.2705,0.7882,0.2107,0.3757,0.5862,3,0.7453,0.1983,0.1142,1,0.253,0.0821,0.112,0.058,0.096,0.1281,0.6497,395667,0.679,174532,0,Juda Yuqori,3,2,5,0
Murabaha,Buxoro,Savdo,629,25,12,1,0,120149,36,0.1245,0.2907,0.2702,0.43,0.5256,3,0.6787,0.0409,0.0284,1,0.1444,0.0506,0.0772,0.0822,0.1493,0.2126,0.1175,142583,0.4908,8224,0,O'rta,1,1,0,4
Sukuk,Namangan,Ishlab chiqarish,482,59,11,7,0,128720,36,0.0977,0.6665,0.5374,0.7908,0.7266,5,0.902,0.2759,0.0901,1,0.092,0.0467,0.0835,0.0522,0.043,0.1209,0.3666,147584,0.4065,21993,1,Yuqori,2,3,2,1
Sukuk,Toshkent,Savdo,538,45,19,2,0,142364,60,0.083,0.3895,0.3268,0.3849,0.6611,3,0.631,0.0418,0.2089,1,0.0884,0.0405,0.1003,0.1052,-0.0321,-0.0369,0.3991,171919,0.2098,14393,0,Yuqori,2,3,5,4
Ijara,Farg'ona,Qurilish,444,45,20,1,0,18269,12,0.0581,0.6406,0.674,0.7129,0.8952,1,0.8218,0.1892,0.037,1,0.0909,0.0634,0.1002,0.0152,0.0581,-0.1567,0.9322,18800,0.3503,6140,1,Juda Yuqori,3,0,1,3
Musharaka,Buxoro,Eksport,525,25,12,1,0,92606,24,0.3513,0.736,0.2379,0.6806,0.496,2,0.7435,0.4114,0.1441,1,0.2554,0.046,0.1001,0.0808,0.0882,-0.0359,0.9636,125138,0.5255,63360,1,Juda Yuqori,3,2,0,0
Murabaha,Farg'ona,Qurilish,669,31,14,4,2,20898,12,0.1299,0.3812,0.2504,0.9015,0.3063,3,0.926,0.0811,0.0468,1,0.1058,0.0637,0.0864,0.0419,-0.0388,0.0845,0.1181,22255,0.3692,971,0,O'rta,1,1,1,3
Ijara,Toshkent,Qurilish,692,26,10,3,0,104448,36,0.0846,0.5687,0.2383,0.7351,0.1659,2,0.9078,0.2249,0.0424,1,0.1003,0.075,0.0967,0.0727,-0.0507,-0.0476,0.0494,117710,0.3275,1906,0,Past,0,0,5,3
Ijara,Namangan,Qishloq xo'jaligi,824,26,12,3,0,272246,12,0.0949,0.5152,0.2449,0.6252,0.652,2,0.858,0.1035,0.0302,1,0.1037,0.0466,0.0841,0.0726,-0.0259,0.0374,0.0608,285161,0.4244,7356,0,Past,0,0,2,2
Murabaha,Samarqand,Qurilish,778,35,10,2,0,18662,12,0.1496,0.8511,0.1456,0.5182,0.8235,4,0.6819,0.0114,0.2595,1,0.1104,0.0816,0.0923,0.0166,0.2042,-0.0433,0.2352,20058,0.4597,2169,1,O'rta,1,1,4,3
Sukuk,Namangan,Eksport,651,50,5,4,0,47196,24,0.0695,0.6508,0.421,0.4574,0.446,4,0.8467,0.0843,0.0591,1,0.1105,0.0534,0.1148,0.0749,-0.1536,0.1106,0.1024,50478,0.1704,881,0,O'rta,1,3,2,0
Ijara,Buxoro,Savdo,625,55,9,5,0,20032,84,0.1258,0.503,0.7534,0.8226,0.1675,4,0.6838,0.1223,0.4,1,0.1556,0.0585,0.0762,0.0847,-0.1605,-0.0309,0.3257,28854,0.4082,3836,0,Yuqori,2,0,0,4
Sukuk,Qashqadaryo,Eksport,743,50,5,3,0,34411,120,0.0887,0.7793,0.3273,0.8197,0.8271,3,0.9369,0.0461,0.0424,1,0.0888,0.062,0.0763,0.0228,0.0967,0.0419,0.0512,49667,0.3326,845,0,Past,0,3,3,0
Ijara,Farg'ona,Savdo,630,58,19,3,0,68900,36,0.0775,0.7268,0.6269,0.7528,0.8312,2,0.6391,0.5,0.2261,1,0.1092,0.0466,0.101,0.044,0.1164,0.0513,0.9596,76906,0.2679,19773,1,Juda Yuqori,3,0,1,4
Musharaka,Qashqadaryo,Qishloq xo'jaligi,636,63,1,2,1,43933,120,0.1813,0.8074,0.4669,0.6719,0.5388,3,0.6811,0.2061,0.1918,1,0.2586,0.0572,0.0703,0.0405,-0.3692,-0.0476,0.9668,83760,0.6062,49087,1,Juda Yuqori,3,2,3,2
Murabaha,Buxoro,Qishloq xo'jaligi,695,25,21,5,1,20575,6,0.1064,0.3771,0.4984,0.7005,0.3422,3,0.7364,0.1385,0.1327,1,0.152,0.0407,0.0883,0.015,-0.1808,-0.0102,0.382,21123,0.5117,4129,1,Yuqori,2,1,0,2
Sukuk,Qashqadaryo,Savdo,677,63,8,1,0,4719,120,0.0573,0.7697,0.3731,0.9926,0.3648,4,0.889,0.1372,0.1571,1,0.0599,0.0456,0.0985,0.0451,-0.0489,0.0173,0.0315,6072,0.3121,60,0,Past,0,3,3,4
Sukuk,Samarqand,Qurilish,718,45,19,0,0,477263,24,0.0865,0.4418,0.2501,0.9551,0.481,3,0.604,0.2337,0.0192,1,0.0846,0.0683,0.0309,0.0263,0.0427,0.1762,0.0195,518523,0.2646,2677,0,Past,0,3,4,3
Murabaha,Namangan,Xizmat,762,45,18,4,0,87273,60,0.0732,0.2894,0.3407,0.7208,0.6809,1,0.8,0.0526,0.1924,1,0.1496,0.0589,0.0887,0.0674,-0.0031,0.108,0.1786,103239,0.4138,7632,0,O'rta,1,1,2,5
Murabaha,Qashqadaryo,Ishlab chiqarish,710,64,6,1,0,11313,24,0.1516,0.6671,0.3763,0.4672,0.5365,4,0.6756,0.3118,0.0955,1,0.1387,0.0769,0.1214,0.0514,-0.2368,0.1288,0.4547,13028,0.506,2998,1,Juda Yuqori,3,1,3,1
Murabaha,Farg'ona,Ishlab chiqarish,515,28,22,4,0,31783,12,0.089,0.6987,0.511,0.7346,0.1256,3,0.8138,0.3823,0.0383,1,0.1134,0.0503,0.0689,0.0786,-0.0365,0.0369,0.5786,33198,0.4781,9185,0,Juda Yuqori,3,1,1,1
Ijara,Samarqand,Qurilish,640,36,2,1,0,540488,36,0.1108,0.8446,0.3282,0.9682,0.2513,2,0.8055,0.1791,0.1488,1,0.0939,0.0613,0.0933,0.059,0.0189,0.1051,0.1671,630299,0.2084,21956,0,O'rta,1,0,4,3
Sukuk,Buxoro,Ishlab chiqarish,733,55,12,1,0,19943,84,0.0555,0.5783,0.1576,0.7814,0.465,2,0.6024,0.0856,0.0669,1,0.1256,0.0478,0.0851,0.0886,0.2643,0.0288,0.0727,23819,0.231,400,0,Past,0,3,0,1
Murabaha,Qashqadaryo,Ishlab chiqarish,634,34,14,2,0,151125,60,0.1579,0.2628,0.5597,0.9121,0.1113,3,0.8134,0.0404,0.1535,1,0.1789,0.0624,0.1246,0.0506,0.0296,-0.0284,0.1143,210788,0.5979,14410,0,O'rta,1,1,3,1
Musharaka,Namangan,Eksport,631,40,16,2,0,24881,12,0.2692,0.5977,0.1549,0.9368,0.1253,3,0.9287,0.1592,0.3441,1,0.2296,0.057,0.08,0.053,0.132,0.0028,0.1947,28230,0.561,3083,0,O'rta,1,2,2,0
Murabaha,Toshkent,Savdo,408,63,12,2,0,158268,12,0.0777,0.6921,0.4785,0.6821,0.3374,4,0.55,0.5,0.1992,1,0.1828,0.0828,0.0748,0.0681,0.1937,0.0928,0.93,164413,0.612,93567,0,Juda Yuqori,3,1,5,4
Sukuk,Toshkent,Qishloq xo'jaligi,569,59,15,2,0,38645,120,0.0507,0.729,0.3884,0.619,0.2711,3,0.8055,0.1743,0.1532,1,0.0947,0.0589,0.1025,0.0631,-0.0807,-0.0171,0.3765,48449,0.4292,7827,1,Yuqori,2,3,5,2
Ijara,Buxoro,Xizmat,701,22,4,1,0,22135,60,0.0595,0.5638,0.5043,0.685,0.7279,5,0.7261,0.41,0.081,1,0.0939,0.0479,0.1171,0.0468,0.0716,-0.0385,0.2544,25426,0.3568,2308,0,Yuqori,2,0,0,5
Ijara,Samarqand,Eksport,658,54,22,2,0,37696,84,0.1083,0.5938,0.1033,0.6708,0.8718,4,0.9071,0.1016,0.2164,1,0.0732,0.0676,0.0799,0.0441,-0.0222,0.0704,0.0499,51985,0.2371,615,0,Past,0,0,4,0
Musharaka,Samarqand,Ishlab chiqarish,758,63,15,4,0,35118,60,0.2487,0.7343,0.4159,0.3098,0.8451,1,0.6965,0.1766,0.1053,0,0.2161,0.0749,0.0925,0.0314,-0.2441,0.1611,0.9749,56950,0.6793,37715,1,Juda Yuqori,3,2,4,1
Murabaha,Qashqadaryo,Qurilish,725,39,16,1,0,142805,6,0.0713,0.386,0.4025,0.7847,0.7615,3,0.8938,0.2942,0.2434,1,0.1293,0.0351,0.1207,0.0166,0.0607,0.0294,0.3437,145351,0.6488,32407,0,Yuqori,2,1,3,3
Murabaha,Buxoro,Qurilish,669,39,12,1,0,41280,12,0.14,0.5987,0.4066,0.4997,0.2814,1,0.9668,0.3847,0.0224,1,0.1411,0.0483,0.0822,0.0255,-0.1423,0.0064,0.5833,44168,0.4979,12829,1,Juda Yuqori,3,1,0,3
Murabaha,Namangan,Savdo,524,27,12,2,0,6032,6,0.1529,0.4663,0.5592,0.6898,0.1931,3,0.8562,0.2423,0.1422,1,0.1053,0.0584,0.1306,0.0434,0.025,0.2467,0.5448,6262,0.4088,1395,0,Juda Yuqori,3,1,2,4
Sukuk,Farg'ona,Qishloq xo'jaligi,589,41,14,2,0,35204,36,0.0447,0.5802,0.154,0.6225,0.1716,3,0.8719,0.1688,0.0377,1,0.0853,0.0665,0.1076,0.0744,0.1,0.0822,0.0472,37566,0.2376,421,1,Past,0,3,1,2
Ijara,Namangan,Xizmat,732,22,21,1,0,237466,12,0.0733,0.515,0.5901,0.8584,0.3737,4,0.6013,0.1611,0.1906,1,0.0702,0.022,0.0945,0.0552,0.0027,0.2694,0.1377,246175,0.3782,12818,0,O'rta,1,0,2,5
Sukuk,Buxoro,Ishlab chiqarish,655,33,16,2,0,25777,84,0.0816,0.6771,0.2598,0.6281,0.2666,3,0.7919,0.0705,0.0337,1,0.1166,0.0616,0.0926,0.0468,0.2579,0.0441,0.0664,33138,0.2878,633,0,Past,0,3,0,1
Sukuk,Qashqadaryo,Xizmat,568,33,4,1,0,8723,120,0.0999,0.95,0.6013,0.8669,0.5569,3,0.8015,0.2108,0.2206,1,0.084,0.0528,0.1227,0.0584,0.5304,-0.0473,0.6152,13080,0.3901,3139,1,Juda Yuqori,3,3,3,5
Musharaka,Namangan,Qishloq xo'jaligi,696,35,6,1,0,52509,84,0.3538,0.7611,0.3747,0.4874,0.4886,2,0.7801,0.1333,0.0955,1,0.2361,0.0328,0.1079,0.0233,-0.1032,0.1484,0.7803,117525,0.6602,60540,1,Juda Yuqori,3,2,2,2
Ijara,Samarqand,Eksport,622,33,13,2,0,40138,12,0.0636,0.4453,0.3644,0.7348,0.1071,4,0.55,0.206,0.1909,1,0.0834,0.0607,0.0747,0.0214,-0.2525,0.1053,0.1317,41413,0.4325,2359,1,O'rta,1,0,4,0
Sukuk,Qashqadaryo,Qurilish,573,35,13,1,1,68879,36,0.0614,0.626,0.1726,0.7681,0.8566,2,0.9274,0.2375,0.4,1,0.1138,0.0872,0.102,0.0101,0.1481,0.0369,0.6959,75218,0.2975,15575,1,Juda Yuqori,3,3,3,3
Ijara,Toshkent,Qishloq xo'jaligi,692,26,9,6,1,23828,36,0.0848,0.7856,0.2703,0.8149,0.8237,3,0.7985,0.349,0.1731,1,0.0941,0.0678,0.0868,0.0861,0.0349,0.111,0.5783,26859,0.3725,5787,0,Juda Yuqori,3,0,5,2
Murabaha,Buxoro,Qurilish,637,43,1,2,0,55593,12,0.1781,0.5817,0.3121,0.5616,0.3219,3,0.8579,0.0507,0.0869,1,0.1106,0.0568,0.129,0.0328,0.1914,0.0126,0.1505,60544,0.4743,4322,1,O'rta,1,1,0,3
Musharaka,Toshkent,Eksport,746,48,11,1,0,74577,84,0.328,0.7268,0.4911,0.8758,0.3064,2,0.55,0.0662,0.1416,1,0.2524,0.0551,0.0949,0.0293,-0.0204,-0.0824,0.7026,160185,0.6389,71908,1,Juda Yuqori,3,2,5,0
Murabaha,Buxoro,Xizmat,560,23,16,3,1,23308,6,0.1218,0.616,0.1391,0.9927,0.1791,3,0.7014,0.0892,0.0422,1,0.1399,0.0364,0.0894,0.0791,0.0395,-0.0842,0.0881,24017,0.4719,998,0,Past,0,1,0,5
Sukuk,Samarqand,Eksport,722,60,6,2,0,116089,120,0.0696,0.7757,0.2264,0.8286,0.7836,2,0.5848,0.306,0.2469,0,0.0895,0.0594,0.0867,0.0316,-0.1281,0.0084,0.5445,156475,0.3517,29963,1,Juda Yuqori,3,3,4,0
Musharaka,Farg'ona,Savdo,734,53,23,1,0,17820,120,0.3496,0.6457,0.4284,0.8503,0.7812,5,0.6541,0.0932,0.1507,1,0.2465,0.0405,0.0947,0.0554,0.0346,0.1163,0.4171,48966,0.5996,12245,0,Yuqori,2,2,1,4
Murabaha,Samarqand,Eksport,677,49,16,3,0,48860,36,0.1159,0.5735,0.2033,0.9241,0.323,4,0.8928,0.3239,0.2083,1,0.0492,0.0711,0.1001,0.0499,0.1369,0.1081,0.0483,57352,0.4406,1222,0,Past,0,1,4,0
Ijara,Buxoro,Savdo,610,53,1,6,0,305264,84,0.1221,0.4613,0.1147,0.6575,0.2973,3,0.7164,0.0546,0.1606,1,0.0922,0.0498,0.095,0.0323,-0.2062,0.0107,0.0644,435767,0.1613,4525,0,Past,0,0,0,4
Musharaka,Farg'ona,Xizmat,716,44,14,2,0,31280,84,0.2318,0.7125,0.4661,0.8368,0.2571,3,0.6853,0.031,0.0907,0,0.2157,0.078,0.1446,0.0599,0.0048,0.0225,0.4507,56659,0.5771,14739,1,Juda Yuqori,3,2,1,5
Murabaha,Qashqadaryo,Qurilish,709,40,6,5,0,12416,24,0.1257,0.6842,0.3609,0.7919,0.816,4,0.8225,0.3719,0.035,1,0.0811,0.0514,0.0973,0.0346,-0.0143,-0.0737,0.2834,13977,0.3276,1298,0,Yuqori,2,1,3,3
Murabaha,Buxoro,Qurilish,820,60,17,0,0,101741,36,0.1072,0.5923,0.3401,0.503,0.7537,3,0.55,0.3147,0.0332,1,0.1375,0.0734,0.106,0.0548,0.1305,-0.0119,0.3876,118100,0.3893,17820,1,Yuqori,2,1,0,3
Ijara,Buxoro,Qurilish,536,25,6,3,1,7392,24,0.0807,0.3943,0.2013,0.8887,0.1809,4,0.7831,0.2032,0.2144,1,0.0663,0.03,0.0853,0.0402,-0.0318,-0.0128,0.0908,7988,0.3672,266,0,Past,0,0,0,3
Musharaka,Toshkent,Xizmat,699,22,18,1,0,33292,84,0.3684,0.5826,0.4786,0.8502,0.7152,4,0.7959,0.3406,0.0687,1,0.2025,0.0572,0.0848,0.0124,0.0924,-0.0376,0.6544,76219,0.7073,35275,1,Juda Yuqori,3,2,5,5
Ijara,Buxoro,Savdo,711,42,10,1,0,23142,84,0.0938,0.3655,0.3444,0.5324,0.415,5,0.9459,0.0358,0.1345,1,0.0779,0.0636,0.1047,0.0009,0.0642,0.009,0.0152,30738,0.428,200,0,Past,0,0,0,4
Musharaka,Namangan,Qurilish,628,44,23,6,0,28163,12,0.2895,0.408,0.4208,0.6603,0.1622,2,0.6924,0.0938,0.0502,1,0.2317,0.0692,0.0891,0.0555,0.0239,0.0023,0.4789,32240,0.6619,10220,1,Juda Yuqori,3,2,2,3
Sukuk,Toshkent,Qishloq xo'jaligi,553,56,6,4,0,9690,60,0.0661,0.5241,0.4223,0.6698,0.469,3,0.7118,0.1952,0.1631,1,0.0564,0.0658,0.1069,0.0467,0.0732,0.0662,0.3282,11293,0.3595,1332,0,Yuqori,2,3,5,2
Musharaka,Farg'ona,Xizmat,700,34,22,6,1,8480,12,0.2535,0.5039,0.2048,0.6548,0.7029,4,0.8193,0.2575,0.2063,1,0.1883,0.0606,0.1165,0.0956,-0.1996,0.1365,0.731,9555,0.4386,3063,0,Juda Yuqori,3,2,1,5
Musharaka,Buxoro,Qurilish,606,58,14,5,1,69239,24,0.1221,0.474,0.4562,0.5909,0.6068,3,0.8191,0.125,0.2534,1,0.2807,0.0644,0.0904,0.0781,0.1563,0.1033,0.9185,77691,0.6303,44981,1,Juda Yuqori,3,2,0,3
Sukuk,Farg'ona,Qurilish,699,44,19,2,1,90995,24,0.0919,0.7949,0.4493,0.6302,0.8626,3,0.8656,0.0561,0.2523,1,0.1015,0.0756,0.0686,0.0517,0.0139,-0.0451,0.5852,99354,0.1865,10843,0,Juda Yuqori,3,3,1,3
Murabaha,Toshkent,Qurilish,599,61,19,1,0,50668,6,0.1026,0.5995,0.2198,0.8896,0.2745,3,0.8558,0.1455,0.1037,1,0.1353,0.0632,0.084,0.0644,0.1388,0.0753,0.0808,51968,0.4962,2083,0,Past,0,1,5,3
Murabaha,Samarqand,Eksport,527,61,17,3,0,30410,36,0.1198,0.5936,0.2512,0.4071,0.7168,1,0.8939,0.3615,0.2545,0,0.0939,0.0669,0.0657,0.0067,0.1842,0.0302,0.9335,35876,0.3697,12382,1,Juda Yuqori,3,1,4,0
Murabaha,Samarqand,Qurilish,779,51,23,3,0,19948,36,0.0935,0.2897,0.1514,0.6774,0.4352,2,0.7146,0.3883,0.2275,1,0.1535,0.0703,0.0789,0.0417,0.2087,0.0755,0.165,22745,0.433,1625,0,O'rta,1,1,4,3
Ijara,Farg'ona,Qishloq xo'jaligi,751,40,10,1,0,19110,24,0.0589,0.7035,0.3933,0.5491,0.461,4,0.7257,0.1641,0.0665,1,0.0741,0.069,0.0918,0.0566,0.2251,-0.0788,0.0967,20236,0.3645,713,0,Past,0,0,1,2
Musharaka,Samarqand,Xizmat,730,22,21,1,0,65619,120,0.1967,0.4181,0.1626,0.5203,0.7009,3,0.6732,0.1404,0.074,1,0.2517,0.0681,0.1014,0.0489,0.1156,0.0552,0.3416,130145,0.536,23829,0,Yuqori,2,2,4,5
Ijara,Farg'ona,Savdo,513,49,15,4,1,51727,84,0.1212,0.788,0.1985,0.8112,0.7564,5,0.8418,0.1006,0.0983,1,0.134,0.0456,0.086,0.0128,0.1484,0.123,0.2969,73668,0.2884,6308,0,Yuqori,2,0,1,4
Murabaha,Samarqand,Eksport,560,49,8,2,0,14248,36,0.1264,0.6506,0.5585,0.8591,0.7288,3,0.7636,0.2179,0.0426,1,0.1432,0.0429,0.1122,0.0341,-0.2791,0.0125,0.7311,16950,0.3952,4897,1,Juda Yuqori,3,1,4,0
Murabaha,Namangan,Qurilish,690,56,1,2,1,1684386,6,0.1645,0.47,0.2445,0.4476,0.1761,2,0.8754,0.0246,0.0824,1,0.0984,0.0411,0.0956,0.0329,-0.0329,0.122,0.1618,1753647,0.42,119133,0,O'rta,1,1,2,3
Murabaha,Qashqadaryo,Qishloq xo'jaligi,660,56,13,3,0,65050,24,0.1432,0.6113,0.541,0.6517,0.1547,5,0.6223,0.1159,0.2675,1,0.1059,0.0583,0.1085,0.016,-0.1435,0.0352,0.219,74368,0.3423,5574,0,O'rta,1,1,3,2
Murabaha,Qashqadaryo,Qishloq xo'jaligi,850,23,20,2,1,17440,12,0.0901,0.6176,0.1455,0.5976,0.7753,3,0.8783,0.0979,0.009,0,0.1345,0.0937,0.1213,0.0855,0.0056,0.1154,0.2105,18226,0.6121,2348,0,O'rta,1,1,3,2
Musharaka,Qashqadaryo,Qurilish,570,42,15,0,0,30195,12,0.2411,0.5004,0.2646,0.8248,0.6794,2,0.6792,0.129,0.1648,1,0.2877,0.063,0.1014,0.0756,0.0658,-0.047,0.7492,33835,0.4283,10858,0,Juda Yuqori,3,2,3,3
Murabaha,Toshkent,Eksport,547,57,8,4,1,59861,24,0.133,0.2173,0.5391,0.5067,0.4905,4,0.8573,0.0552,0.2257,1,0.0757,0.0384,0.0985,0.0573,0.1122,0.0401,0.4561,67825,0.4189,12960,1,Juda Yuqori,3,1,5,0
Musharaka,Buxoro,Qurilish,626,64,17,1,0,49321,60,0.3603,0.7421,0.05,0.7749,0.5034,2,0.9685,0.2512,0.0515,1,0.272,0.0468,0.0823,0.0096,-0.2283,-0.0133,0.3144,93741,0.6354,18728,0,Yuqori,2,2,0,3
Sukuk,Namangan,Eksport,542,34,14,3,0,76605,36,0.0878,0.7519,0.3193,0.8363,0.4886,2,0.5914,0.2744,0.1725,1,0.0855,0.0671,0.1042,0.124,0.2867,-0.041,0.6443,86688,0.2206,12319,1,Juda Yuqori,3,3,2,0
Murabaha,Buxoro,Qurilish,580,23,9,4,0,9665,12,0.0914,0.6009,0.2112,0.8378,0.1885,2,0.9144,0.0902,0.2216,1,0.0842,0.0649,0.0731,0.0819,-0.176,0.1614,0.0865,10107,0.601,525,0,Past,0,1,0,3
Musharaka,Namangan,Qishloq xo'jaligi,652,58,2,5,1,26283,24,0.1435,0.4358,0.7314,0.8241,0.7797,4,0.696,0.2279,0.167,1,0.2429,0.0386,0.064,0.0621,0.1036,0.038,0.9234,30054,0.569,15789,1,Juda Yuqori,3,2,2,2
